0,Word,Definition,Example,Weight,Quiz_Marked,Hangman_Marked
560,patent,"easily recognizable; obvious; a government authority or licence conferring a right to make, use or sell and invention for a set period",she was smiling with patent insincerity,4,false,false
561,petulant,childishly sulky or bad-tempered,One is that it is better to act like a mature adult than a petulant child in regards to filing Twitter lawsuits.,4,false,false
562,pithy,concise and to the point while still being clever,"I only wish that some other speeches were as short, accurate and pithy as his contribution",4,false,false
563,pliant,easily bent; easily influenced or directed,"When the slaves were not pliant, their owners would punish them",4,false,false
564,sanctimonious,making a show of being morally superior to other people,what happened to all the sanctimonious talk about putting his family first?,5,false,false
565,sound,"good in condition; not damaged, injured or diseased; based on valid reason or good judgement",I was grateful for their sound advice for healthy living,4,false,false
566,tarnish,damage or harm done to something; dullness of color; loss of brightness,The affair could tarnish the reputation of the prime minister,4,false,false
567,tepid,lukewarm; showing little enthusaism,The public's indifference was obvious by the tepid applause at the end,4,false,false
568,upbraid,find fault with someone; scold,The captain upbraid his men for falling asleep,4,false,false
569,vexation,"state of being annoyed, frustrated or worried","He is in such bad health, and now this vexation about his son is enough to kill him!",4,false,false
570,abet,encourage or assist (someone) to do something wrong,he was not guilty of murder but was guilty of aiding and abetting others,4,false,false
571,accessible,able to be reached; friendly and easy to talk to; approachable,"Out of all the tycoons I tried to talk to, he is the most accessible one",6,false,false
572,acquisitive,excessively interested in acquiring money or material things,The company has grown so big and profitable we have become acquisitive and now purchase smaller firms,5,false,false
573,amalgamate,combine or unite to form one organization or structure,he amalgamated his company with another,6,false,false
574,attenuate,"reduce the force, effect or value of",this research provides a glimmer of hope that coral reefs can attenuate the effects of ocean acidification,5,false,false
575,augment,make something greater by adding to it; increase,he augmented his summer income by painting houses,6,false,false
576,aversion,a strong dislike or disinclination,"after that long time spent at the barn, Harry's love for meat transformed into utter aversion",5,false,false
577,blithe,showing a casual and cheerful indifference considered to be improper,a blithe disregard for the rules of the road,5,false,false
578,contempt,the feeling that a person or a thing is worthless or beneath consideration,He feels that wealthy people view him with contempt because he is poor,7,false,false
579,dawdle,waste time; be slow,"Come home immediately after school, and don't dawdle",6,false,false
580,deflect,cause (someone) to deviate from an intended purpose,she refused to be deflected from anything she had set her mind on,6,false,false
581,discount,regard as being unworthy of consideration because it lacks credibility,"I'd heard rumours, but discounted them",6,false,false
582,dissident,a person who opposes official policy,"In some strange, unexpected and unwanted way, the president has again become a dissident, a dissident from his own government.",5,false,false
583,efficacious,successful in producing a desired or intended result; effective,Of the numerous remedies proposed the most efficacious is perhaps sodium amalgam.,5,false,false
584,equitable,fair and impartial,The competition was very equitable since both teams were the same age and skill level.,5,false,false
585,erratic,not even or regular in pattern or movement; unpredictable,"His erratic moods had grown more volatile the past couple of days, and she knew better than to draw his attention.",6,false,false
586,industrious,deligent and hard working,"The people are industrious, and many of them seek employment as labourers in the Morea and Asia Minor.",6,false,false
587,inform,give an essential or formative principle or quality to ,religion informs every aspect of their lives,4,false,false
588,irksome,irritating; annoying,"It is irksome because the process is so slow, and they cannot read what they have written or correct their mistakes.",6,false,false
589,manacle,"confine (a person or part of the body) with manacles; one of two metal bands joined by a chain, for fastening a person's hand or ankles",his hands were manacled behind his back,5,false,false
590,modest,"unassuming in the estimation of one's abilities or achievements; decent;relatively moderate, limited or small","he was a very modest man, refusing to take any credit for the enterprise",5,false,false
591,noxious,"harmful, poisonous or very unpleasant",The smell is noxious; it is industrial and chemical rather than agricultural.,5,false,false
592,pernicious,"having a harmful effect, especially in gradual or subtle way","The last two had a pernicious effect on Cuba, draining it of horses, money and of men",4,false,false
593,predicament,"a difficult , unpleasant or embarassing situation",I'm in a bit of a predicament because I've accidentally accepted two invitations to dinner on the same night,4,false,false
594,proficient,competent or skilled in doing or using something,The singer was also proficient in music keyboard skills,6,false,false
595,prolix,using or containing too many words; tediously lengthy,"Because the novel was so prolix, I had to read it with a dictionary beside me",5,false,false
596,scorn,a feeling and expression of contempt or disdain for someone or something,"Though he did not mean to scorn the girl, his rejection came off as extremely offensive",4,false,false
597,subordinate,of less or secondary importance,He was always friendly to his subordinate officers,5,false,false
598,veritable,"used for emphasis, often to qualify a metaphor",the early 1970s witnessed a veritable price explosion,4,false,false
599,anoint,smear or rub with oil; nominate or choose (someone) as successor to or leading candidate for a position,he was anointed as the organizational candidate of the party,6,false,false
600,base,without moral principles; ignoble,the electorate's baser instincts of greed and selfishness,6,false,false
601,coercion,the practice of persuading someone to do something by using force or threats,our problem cannot be solved by any form of coercion but only by agreement,6,false,false
602,coin,invent,he coined the term 'desktop publishing',7,false,false
603,cunning,having or showing skill in achieving one's end by deceit or evasion,They'd been cunning by bringing Claire here to distract him,6,false,false
604,discomfit,make someone feel uneasy or embarrassed,The manager's mean look served to discomfit me during the interview.,6,false,false
605,dissent,hold or express opinions that are at varience with those commonly or officially held,He did everything in his power to suppress political dissent,6,false,false
606,distill,purify; extract the essential meaning or most important aspects of,my travel notes were distilled into a book,7,false,false
607,dubious,hesitating or doubting; not to be relied upon,"They were a little dubious about the night and its outcome, but all agreed it would be highly exciting.",4,false,false
608,ebullient,cheerful and full of energy ,The ebullient song was so uplifting that I danced in my chair,6,false,false
609,facetious,treating serious issues with deliberately inappropriate humour; flippant,"Tom thinks he's being funny, but he's only being facetious and rude",6,false,false
610,fallible,capable of making mistakes or being wrong,"Well, everybody is fallible, and we may have made a great mistake",7,false,false
611,florid,"excessively intricate, elaborate or ornate; having a red or flushed complexion","a florid, baroque building",6,false,false
612,gawky,nervously awkward and ungainly,"He's intelligent, but gawky and socially inept, unable to communicate with anyone other than his family.",5,false,false
613,inveigle,persuade (someone) to do something by means of deception or flattery,Speechless I stood by as June was able to inveigle her way into the private club by flirting with the security guard,6,false,false
614,jettison,abandon or discard,six aircraft jettisoned their loads in the sea,6,false,false
615,mendacity,untruthfulness,"Because Melinda was known for her mendacity, she was the first suspect the police interviewed.",6,false,false
616,munificent,characterized by or displaying great generosity,A former student has donated a munificent sum of money to the college,6,false,false
617,naive,"showing a lack of experience, wisdom or judgement",the rather naive young man had been totally misled,5,false,false
618,noble,"having or showing fine personal qualities or high moral principles; belonging by rank, title, or birth to the aristocracy",He performed many noble deeds for humankind,5,false,false
619,parochial,having a limited or narrow outlook or scope,John's view of life is parochial and does not include anything outside of his own happiness,5,false,false
620,pedestrian,lacking inspiration or excitement; dull,they had nothing else to do rather than go by their pedestrian lives,5,false,false
621,prevaricate,speak or act in an evasive way,he seemed to prevaricate when journalists asked pointed questions,4,false,false
622,prime,of the best possible quality; the state or time of greatest vigor or success in a person's life; of first importance; make ready for use or action,this has got to be the prime Mojito that you'll find in whole Cuba,6,false,false
623,radical,of or going to the root or origin; fundamental; advocating or based on thorough or complete political or social change,They imply a lively sense of radical human need.,5,false,false
624,recrudescence,recurrence of an undesirable condition,recrudescence of the disease is a real possibility,6,false,false
625,temporal,relating to worldly as opposed to spiritual affairs; secular; relating to time,the Church did not imitate the secular rulers who thought only of temporal gain,7,false,false
626,transitory,not permanent,Most teenage romances are transitory,6,false,false
627,viable,capable of working successfully; feasible,the proposed investment was economically viable,6,false,false
628,abreast,side by side and facing the same way; alongside or level with something,the path was wide enough for two people to walk abreast,4,false,false
629,confound,"cause surprise or confusion in (someone), especially by not according with their expectations; mix up something with something else","Many authors confound the year of Rome with the civil year, supposing them both to begin on the 1st of January.",4,false,false
630,digression,a temporary departure from the main subject in speech or writing,let's return to the main topic after that brief digression,5,false,false
631,discrepancy,an illogical or suprising lack of compatibility or similarity between two or more facts,The police were confused by the discrepancy between the testimonies of the two witnesses who saw the same event,4,false,false
632,duplicitous,deceitful,"He's not presenting different faces to different people - he's not duplicitous in that regard, but he is a complex man",4,false,false
633,expedient,convient and practical although possibly improper or immoral,He got his way by the simple expedient of voting twice,4,false,false
634,fabricate,"invent (something) in order to deceive; construct or manufacture, especially from prepared components",She was accused of fabricating data.,3,false,false
635,glum,looking or feeling sad or depressed,the princess looked glum but later cheered up,3,false,false
636,intrinsic,belonging naturally; essential,I was constantly surrounded by people who were such an intrinsic part of my life,4,false,false
637,largesse,generosity in bestowing money or gifts upon others,"Thanks to their grandparents' largesse, both children were able to go to college without going into debt",4,false,false
638,libertine,"a person, especially a man, who freely indulges in sensual pleasures without regard to moral principles; a freethinker in matters of religion",And they were both these libertine figures during their lives,5,false,false
639,manifest,show (a quality or feeling) by one's acts or appearance; demonstrate; clear or obvious; a document listing a ship's contents for the use of customs officers,My little pupil continues to manifest the same eagerness to learn as at first,5,false,false
640,minute,so small as to be insignificant; precise and meticulous; a summarized record of something,a minute examination of the islands,4,false,false
641,modish,conforming to or following what is currently popular and fashionable,The contemporary art lover prefers modish pieces over traditional pieces from the past,4,false,false
642,nascent,just coming into existence and beginning to display signs of future potential,"Still relatively nascent and amorphous, translation studies needed just such a means of solidification.",4,false,false
643,perennial,lasting or existing for a long or apparantly infinite time; enduring or continually recurring,Every election seems to continue to deal with the same perennial issues that have been the focus of all the previous elections,4,false,false
644,pious,devoutly religious; sincere but unlikely to be fulfilled,The students running around naked at Berkley Catholic University do not seem very pious,4,false,false
645,prowess,skill or expertise in a particular activity or field; bravery in battle,Christina used her hunting prowess to survive in the woods for a week,3,false,false
646,schism,"a split or division between strongly opposed sections or parties, caused by differences in opinion or belief",the widening schism between Church leaders and politicians,3,false,false
647,slander,make false and damaging statements about someone,"You should not use information you learn to blackmail, harrass or slander another person.",3,false,false
648,stalwart,"loyal, reliable, and hard-working",I prayed our stalwart group of five wasn't down to only me.,4,false,false
649,supplicate,ask or beg for something earnestly or humbly,No candidate who fails to pass the qualifying test will be permitted to supplicate for the degree.,4,false,false
650,terse,sparing in the use of words; abrupt,"When Jessie is angry, she only gives terse responses",4,false,false
651,tirade,"a long, angry speech of criticism or accusation",He threw his bike aside and launched into a tirade against the blameless ground crew,5,false,false
652,universal,relating to or done by all people or things in the world or in a particular group; applicable to all cases; ubiquitous,His fine character and conscience earned him universal respect and confidence,3,false,false
653,vanquish,defeat thoroughly; conquer,"He is a fair fighter, but uses powerful magic to vanquish enemies",3,false,false
654,woeful,"characterized by, expressive of, or causing sorrow or misery; very bad; deplorable",It may be that the parents simply can't stand to hear their babies' woeful cries.,3,false,false
655,malfeasance,"wrongdoing, especially by a public official","However, dissent remained, revolving around complaints of widespread corruption and malfeasance in government",4,false,false
656,abject,(of something bad) experienced or present to the maximum degree; completely without pride or dignity; self-abasing,his letter plunged her into abject misery,4,false,false
657,amicable,characterized by friendliness and absence of discord,it marked as an amicable settlement of a 10-years-old dispute,4,false,false
658,animosity,strongly hostile,If there is animosity between rival supporters they will be asked to leave.,4,false,false
659,aver,state or assert to be the case,he averred that he was innocent of the allegations,4,false,false
660,barrage,"bombard (someone) with questions, criticisms, compliants,etc.; an artificial barrier across a river",his doctor was barraged with unsolicited advice,4,false,false
661,cathartic,providing psychological relief through the open expression of strong emotions,Venting his frustrations had a cathartic effect,4,false,false
662,decipher,"convert a code into normal language; succeed in understanding, interpreting or identifying (something)",visual signals help us decipher what is being communicated,4,false,false
663,delusion,an idiosyncratic belief or impression maintained despite being contradicted by reality or rational argument; the action of deluding or the state of being deluded; deception,He is living under the delusion that he is incapable of making mistakes,5,false,false
664,dispense,distribute or provide (a service or information) to a number of people; manage without or get rid of,"let's dispense with the formalities, it's killing me",4,false,false
665,eloquent,fluent or persuasive in speaking or writing,His speeches in the chamber were always eloquent and powerful,4,false,false
666,eradicate,destroy completely; put an end to,with precaution we can eradicate the disease from the world,4,false,false
667,fledgling,"a person or organization that is immature, inexperienced or underdeveloped",The first thing any fledgling business needs is a strong client base,5,false,false
668,fortitude,courage in pain or adversity,I pray we have the fortitude to carry on fighting,4,false,false
669,goad,provoke or annoy (someone) so as to stimulate an action or reaction; drive (an animal) with a spiked stick,"During lunch in the cafeteria today, my rival tried to goad me into a fight so I would get suspended from school.",4,false,false
670,imminent,about to happen,In 1678 war seemed imminent between France and England.,5,false,false
671,incontrovertible,not able to be denied or disputed,The health risks posed by homelessness are also incontrovertible.,4,false,false
672,itinerant,travelling from place to place,The documentary follows the life of an itinerant homeless man who never sleeps in a location more than once,4,false,false
673,magnanimous,"generous or forgiving, especially towards a rival or less powerful person","Despite the slurs made against him by his opponent, the boxer was magnanimous enough to praise his competitor",4,false,false
674,meritorious,deserving reward or praise,"Having gotten an 'A' in all of his classes, the teenager felt he had proven himself meritorious",4,false,false
675,mutiny,"an open rebellion against the proper authorities, especially by soldiers or sailors against their officers",The sailors staged a mutiny and took control of the ship.,4,false,false
676,paradoxical,seemingly absurd or self-contradictory,"Paradoxically, the economy is improving although many families complain about the poverty in which they live",4,false,false
677,perserverance,persistence in doing something despite difficulty or delay in achieving success,Otto had untiring perseverance and relentless energy.,6,false,false
678,render,provide or give; make or cause; covertly send for interrogation abroad; melt down (fat) in order to clarify it; cover (stone or brick) with a coat of plaster,It'll render him near-invincible for several days.,5,false,false
679,repertoire,"a stock of plays, dances or items that a company or a performer knows or is prepared to perform; a stock of skills or types of behavior that a person habitually uses",Their repertoire included sacred chants of different styles from 16th to 21st centuries.,4,false,false
680,resilient,able to withstand or recover quickly from difficult conditions,"The fish are resilient, withstanding pollution and climate change.",5,false,false
681,resolute,"admirably purposeful, determined and unwavering","After such a heart-breaking loss, every member of the team was more resolute than ever to win the next game against their arch-rivals.",5,false,false
682,supple,bending and moving easily and gracefully; flexible,Regular yoga will help you to keep a supple form,5,false,false
683,valor,"great courage in the face of danger, especially in battle",The guardsman did not show valor when he deserted his post during the skirmish,5,false,false
684,unprecedented,never done or known before,The Internet has erased distance and given people unprecedented access to each other,6,false,false
685,stinting,supply a very ungenerous or inadequate amount of (something),"Given the scale of the disaster, reliefs were stinting",6,false,false
686,extrapolate,extend the application of (a method or conclusion) to an unknown situation by assuming that existing trends will continue or similar methods will be applicable,the results cannot be extrapolated to sother patient groups,6,false,false
687,liability,the state of being legally responsible for something; a person or thing whose presence or behavior is likely to put one at a disadvantage,Tenants have legal liability for any damage they cause,8,false,false
688,euphoric,characterized by or feeling intense excitement and happiness,Another of the emotional benefits of exercise is the euphoric state resulting from working out.,4,false,false
689,elementary,relating to the rudiments of a subject; not decomposable into elements or other primary constituents,"When the child fixed the problem with such an elementary solution, the man was embarrassed",8,false,false
690,heterodox,not conforming with accepted or orthodox standard or beliefs,"When the dictator took power, he ordered the death of anyone who held ideas heterodox to his own.",6,false,false
691,fervent,having or displaying a passionate intensity,Jack's fervent love for Kelly encouraged him to tattoo her name on his back,6,false,false
692,gaffe,an unintentional act or remark causing embarrassment to its originator; a blunder,Clarice made a social gaffe when she wore jeans to a formal event,6,false,false
693,temper,a person's state of mind seen in terms of their being angry or calm; the degree of hardness and elasticity in steel or other metal; act as a neutralizing or counterbalancing force to (something),their idealism is tempered with realism,6,false,false
694,painstaking,done with or employing great care and thoroughness,"Even though the rebuilding of the old farmhouse was going to be a painstaking job, I could not wait to begin work on my new home.",7,false,false
695,economy,careful management of available resources; the state of a country or region in terms of the production and consumption of goods and services and the supply of money,the technique is so effective because it is based on economy of effort,6,false,false
696,qualm,"an uneasy feeling of doubt, worry or fear especially about one's own conduct; a misgiving","Under the influence of drugs, Matt had no qualm whatsoever about spending all of his money at the casino",7,false,false
697,exonerate,absolve (someone) from blame for a fault or wrongdoing; release someone from (a duty or obligation),The job of the defense attorney is to exonerate his clients and keep them out of jail.,6,false,false
698,implicit,suggested though not directly expressed; always to be found in; essentially connected with; with no qualification or question; absolute,"Although you never stated I could use your car, your permission was implicit when you handed me your car keys",6,false,false
699,phlegmatic,having an unemotional and stolidly calm disposition,"The taxi driver, a phlegmatic man in middle age, showed no surprise at this request",7,false,false
700,propensity,an inclination or natural tendency to behave in a particular way,"Although Jason is smart enough to do well in college, his propensity for partying may interfere with his grades.",6,false,false
701,foment,instigate or stir up (an undesirable or violent sentiment or course of action),"The principal believed that Drake would be more likely to foment the fight than John, so he called him into the office first.",4,false,false
702,embellish,make (a statement or story) more interesting by adding extra details that are often untrue; make (something) more attractive by the addition of decorative details or features,He couldn't resist embellishing the story of his accident a little,6,false,false
703,inviolate,free or safe from injury or violation,"Secured in a glass display case, the painting was kept inviolate",6,false,false
704,renege,"go back on a promise, undertaking, or contract",The property buyers will be sued if they renege on the terms of the contract,4,false,false
705,arresting,striking; eye-catching; denoting a person or agency that seizes and detains someone by legal authority,at 6 feet 6 inches he was an arresting figure,7,false,false
706,obstinate,"subbornly refusing to change one's opinion or chosen course of action, despite attempts to persuade one to do so","Although the little boy knew he was wrong, he was too obstinate to apologize to his parents",6,false,false
707,vivacious,attractively lively and animated,"When the vivacious child came through the school's door on her first day of kindergarten, she spoke with every student and volunteered to do every activity.",6,false,false
708,histrionic,excessively theatrical or dramatic in character or style,"Whenever the spoiled toddler does not get her way, she begins to yell in a histrionic manner",6,false,false
709,prodigious,"remarkably or impressively great in extent, size or degree",we got rid of the stove because it consumed prodigious amount of fuel,6,false,false
710,tentative,not certain or fixed; provisional; done without confidence; hesitant,he eventually tried a few tentative steps round his hospital room,7,false,false
711,falter,lose strength or momentum; speak or move unsteadily or hesitantly,"Do not falter, but have confidence when you go into an interview.",4,false,false
712,chastise,rebuke or reprimand severely; scold,he chastised his colleagues for their laziness,7,false,false
713,intermittent,occuring at irregular intervals; not continuously or steady,The baby's crying is intermittent and can occur at anytime,6,false,false
714,profound,very great or intense; having or showing great knowledge or insight,The poem about life after death is a profound piece of literature,6,false,false
715,propagate,spread and promote widely; breed specimen of (a plant or animal) by natural processes from the parent stock,He propagated the apple tree by grafting,6,false,false
716,allusive,using or containing suggestion rather than explicit mention,The man was very allusive when he dropped hints about the gifts he bought for his wife's birthday.,6,false,false
717,glib,speaking easily but without thinking carefully or sincerely,"By trying to show off and asking those glib questions, you're just making yourself look more ignorant",4,false,false
718,curb,a check or restraint on something,Popping a small piece of candy into your mouth would curb your hunger but only temporarily.,6,false,false
719,lull,"make someone feel deceptively secure or confident; calm or send to sleep, typically with soothing sounds or movements; a temporary interval of quiet or lack of activity",The coolness of the midday draft helped to lull the woman into a catnap,6,false,false
720,mettlesome,full of spirit and courage; lively,My brother is a mettlesome boy whose free-spirit always leads him to some type of adventure,0,false,false
721,astute,having or showing an ability to accurately assess situations or people and turn this to one's advantage,"Astute and perceptive, the chess player seemed to always know what move his opponent would make next",6,false,false
722,fawn,give a servile display of exaggerated flattery or affection typically in order to gain favour; (of a deer) produce young,The politician will ignore members of the working class to fawn over the millionaires who can fund her campaign.,6,false,false
723,precipitous,done suddenly and without careful consideration; dangerously high or steep,"Because Richard never thinks about the consequences of his precipitous actions, he often ends up in jail",6,false,false
724,repercussion,"an unintended consequence of an event or action, especially an unwelcome one","As soon as I saw my report card, I knew there would be a repercussion for my failing grades.",6,false,false
725,regress,return to a former or less developed state,"After being an A-student for several months, Hank is starting to regress into the practice of not studying.",6,false,false
726,refute,prove (a statement or theory) to be wrong; disprove,"Although I wish I could refute your argument, I do not have the facts to do so at this time.",6,false,false
727,replenish,restore (a stock or supply) to a former level or condition,"There was no food in the refrigerator, so I had to visit the grocery store to replenish our supply.",6,false,false
728,evoke,"bring or recall (a feeling, memory or image) to the conscious mind; invoke (a spirit or deity)","In my opinion, some directors of horror movies really cross the line just to evoke a sense of terror in the audience.",6,false,false
729,ire,anger,The doctor's rude behavior triggered the patient's ire,6,false,false
730,languid,having or showing a disinclination for physical exertion or effort; weak or faint from illness or fatigue,"After a stressful day of work, I am going to enjoy a languid walk through the quiet park.",6,false,false
731,mollify,appease the anger or anxiety of (someone),The manager tried to mollify the angry workers by giving them longer breaks.,6,false,false
732,pretentious,attempting to impress by affecting greater importance or merit than is actually possessed,The swindler was a pretentious man who claimed to be descended from royalty.,6,false,false
733,duress,force or threats meant to make someone do something,I think Claire was under duress when she signed the agreement; she never would have voluntarily accepted those conditions.,6,false,false
734,vigilant,keeping careful watch for possible danger or difficulties,"Although this highway is a beautiful drive, you have to stay vigilant for deer and other animals on the road.",6,false,false
735,headstrong,energetically willful and dertermined in what one wants,The headstrong dog would not respond to his master's calls.,6,false,false
736,convalescent,recovering from an illness or medical treatment,"He was not dead, but evidently the crisis was over and he was convalescent.",6,false,false
737,nonplussed,so surprised and confused that one is unsure how to react,Even the experienced doctor was nonplussed when he saw the patient with a chainsaw in his skull.,6,false,false
738,fret,be constantly or visibly anxious; gradually wear away (something) by rubbing or gnawing; flow or move in small waves,"Known as a perfectionist, the seamstress would fret over her stitching.",6,false,false
739,decry,publicly declare to be wrong or evil; denounce,Several religious organizations have chosen to decry the obscene cartoon about Jesus.,4,false,false
740,recourse,a source of help in a difficult situation,"Before hospitals, midwives were often the only recourse for expectant mothers.",6,false,false
741,commence,begin,"Since the meeting will commence at three o'clock exactly, do not be late!",6,false,false
742,neutralize,make (something) ineffective by applying an opposite force or effect,A glass of milk will help neutralize the spicy contents in my stomach.,6,false,false
743,exorcise,completely remove (something unpleasant) from one's mind or memory; rid (a person or place) of a supposed evil spirit,she wanted to exorcise some of the pain,7,false,false
744,finicky,fussy about their needs or requirements; showing or requiring great attention to details,The finicky toddler refuses to eat anything other than chicken strips and French fries,7,false,false
745,assail,make a concerted or violent attack on; criticize strongly,"If anyone ever talks negatively about Alex's father, his response is to assail the person with insults",7,false,false
746,contravene,to act against or conflict with a rule or law,"Because your actions contravene school policy, you're being suspended for ten days",7,false,false
747,reiterate,"say something again or a number of times, typically for emphasis or clarity",I cannot stand it when you reiterate every word that comes out of my mouth!,7,false,false
748,poignant,evoke a keen sense of sadness or regret,"Because the poignant movie reminded me of my painful childhood, it made me cry",2,true,false
749,inundate,overwhelm (someone) with things or people to be dealt with; flood,"As a teacher, you can expect to have a room full of students who will inundate you with questions",7,false,false
750,oblivious,not aware of or concerned about what is happening around one,"As Gene rapidly ate his dinner, he seemed oblivious to the taste of the burnt food.",7,false,false
751,ironclad,"impossible to contradict, weaken or change",The ironclad evidence that he presented could not be opposed by his rivals in the court,7,false,false
752,plaintive,sounding sad and mournful,It was obvious from the stray cat's plaintive cries he was cold and miserable.,3,true,false
753,surmount,overcome (a difficulty or obstacle); stand or be placed on top of,Good teachers encourage students to surmount their challenges.,7,false,false
754,escalate,increase rapidly; make or become more intense or serious,Gas prices usually escalate during the summer because of the high demand for fuel,7,false,false
755,denounce,publicly declare to be wrong or evil ; inform against,"As a teacher of a low-performing school, I definitely have the right to denounce the poor efforts of my students.",4,false,false
756,foil,prevent (something considered wrong or undesirable) from succeeding; frustrate the efforts or plans of,"Fortunately, the police were able to foil the kidnapper's plan.",3,true,false
757,deviate,depart from usual or accepted standards,"If we deviate from the directions we were given, we will probably get lost.",7,false,false
758,buoyant,"able or tending to keep afloat; cheerful and optimistic; (of an economy, business or market) involving or engaged in much successful trade or activity","With a great deal of confidence, the buoyant model strolled down the runway",7,false,false
759,benevolent,well meaning and kindly; serving a charitable rather than a profit-making purpose,Holding the door open for Marie was very benevolent of you.,7,false,false
760,intertwined,twist or twine together; connect or link (two or more things) closely,Our lives became increasingly intertwined as we drew closer to each other,7,false,false
761,berate,scold or criticize (someone) angrily,"As the director started to berate the cast for the hundredth time, several of the lead actors walked out",7,false,false
762,quiescent,in a state or period of inactivity or dormancy,"Ever since the police department hired ten new officers, crime has been rather quiescent in our town.",4,false,false
763,mercurial,subject to sudden or unpredictable changes of mood or mind,"While my uncle is as predictable as the sunrise, my aunt is very mercurial.",7,false,false
764,despotic,tyrannical,Many employees have resigned in order to escape the rule of their despotic manager,7,false,false
765,perpetrate,"carry out or commit (a harmful, illegal or immoral action)",I can't believe my best friend would perpetrate such an act of betrayal.,4,false,false
766,subsume,include or absorb (something) in something else,"Some think that Taiwan should fully subsume into China, but many of the Taiwanese are dead set on preserving their independence.",7,false,false
767,subside,"to become less intense, violent or severe; go down to a lower or the normal level","Once the swelling in my foot has subsided, I can begin walking again.",7,false,false
768,condone,accept (behaviour that is considered morally wrong or offensive),Good police officers will not condone speeding,7,false,false
769,tangential,diverging from a previous course or line; erratic; hardly touching a matter; peripheral,Our team lost the debate because our responses were tangential and did not respond to our opponent's position on the subject,7,false,false
770,jeopardize,put at risk,Do not jeopardize your good grade by failing to turn in your assignment.,7,false,false
771,buttress,to increase the strength of or justification for; reinforce,we buttressed the wall as it was showing signs of cracking and collapse,7,false,false
772,bereft,"deprived of or lacking (something); sad and lonely, especially through someone's death or departure",He was utterly bereft when she left home,5,false,false
773,frailty,the condition of being weak and delicate; weakness in character or morals,"In spite of the elderly man's increasing frailty, he still felt he was capable of living alone",5,false,false
774,disentangle,free (something or somene) from something that they are entangled with ,Allen was on his knees disentangling a coil of rope,5,false,false
775,pomposity,self-importance,"Lacking the pomposity of the previous queen's, her majesty was humble and not arrogant",5,false,false
776,delineate,describe or portray (something) precisely and clearly,Jason put a fence up to delineate his property from his neighbor's,5,false,false
777,conclusive,(of evidence or argument) having or likely to have the effect of proving a case; decisive,"According to the detectives, there is no conclusive evidence that links the suspect to the crime",5,false,false
778,vitality,state of being strong or active; energy,The doctor was proud to see his patient was full of vitality,5,false,false
779,steadfast,resolutely or dutifully firm and unwavering,My mother really loved my father and remained steadfast to her marriage vows even after my father died,3,true,false
780,archetype,a very typical example of a certain person or thing; an original which has been imitated; a prototype,The film that won the best picture award should be considered the archetype of all future movies,5,false,false
781,relent,to unstiffen or give in; become less severe or intense,"Because my father is very angry, he won't relent on my harsh punishment",5,false,false
782,grievance,"a real or imagined cause for complaint, especially unfair treatment",The dishonest police chief ignored my grievance against one of his officers,5,false,false
783,harangue,a lengthy and aggressive speech,"As usual, the priest made his usual harangue about the dangers of listening to rap music",5,false,false
784,auspicious,conducive to success; favorable; giving or being a sign of future success,Everybody knows the end of the year is an auspicious time to buy a car,5,false,false
785,yield,"produce or provide; give way to arguments, demands or pressure; give way under force or pressure",The debater refuses to yield the podium to his challenger,5,false,false
786,appropriate,"take (something) for one's own use, typically without the owner's permission; devote (money or assets) to a special purpose",the accused had appropriated the property,5,false,false
787,rhetoric,persuasive or impressive language which is often insincere,"If someone does not stop the political rhetoric in that country, a civil war is likely to break out soon",5,false,false
788,conspire,make secret plans jointly to commit an unlawful or harmful act; seem to be working together to bring about a particular negative result,The students have decided to conspire to steal the test answers,5,false,false
789,whimsical,"playfully quaint or fanciful, especially in an appealing and amusing way; acting or behaving in a capricious manner",The author turned out to be just as whimsical as the magical characters in her children's book.,5,false,false
790,proxy,the authority to represent someone or something else,"When my husband and I are out of the country, my sister is the proxy who signs legal documents for our children",5,false,false
791,sparse,thinly dispersed or scattered; scanty; in short supply,"With only a sparse supply of weapons, the villagers were worried they would not survive the attack",5,false,false
792,adverse,preventing success or development; harmful; unfavourable,Adverse weather conditions forced us to pull off of the road and wait until things cleared up,5,false,false
793,exhort,strongly encourage or urge (someone) to do something,A good leader will exhort people to achieve their own forms of greatness rather than try to force them on a certain path,5,false,false
794,poise,gracful and elegant bearing in a person; be or caused to be balanced or suspended,"Despite the chaos around her, the flight attendant remained poised and calm as she directed the passengers through the emergency exits",0,true,false
795,adept,very skilled or proficient at something,Mark is an adept juggler who can easily manage four balls in the air without dropping one,5,false,false
796,tedious,"too long, slow or dull; tiresome or monotonous","I spent tedious long hours alphabetizing a list of 2,000 names",5,false,false
797,rigor,the quality of being extremely through and careful; severity or strictness; harsh and demanding conditions,The stern professor does not accept excuses and is known for exhibiting rigor in his classroom,5,false,false
798,articulate,having or showing the ability to speak fluently and coherently,The president is known for his ability to articulate his thoughts in front of millions of people,5,false,false
799,suspect,to believe something without having proof of its existence; doubt the genuineness or truth of,"The teacher did not want to suspect her favorite student of cheating, but it was possible that they might have been",5,false,false
800,ploy,a cunning plan or action designed to turn a situation to one's own advantage,"If the prosecutor's ploy does not work, a guilty man could go free",5,false,false
801,captious,tending to find fault or raise petty objections,None of the servers wanted to wait on the captious woman who complained about everything,3,true,false
